华为U1300, HUAWEI U1300 ,900
金立T3, Gionee  T3 ,900
京崎L360, TOOKY L360 ,910
京崎F160, TOOKY F160  ,910
摩托罗拉 MOTOKEY XT EX118, MOTOROLA MOTOKEY XT EX118 ,910
京崎L268, TOOKY L268  ,910
摩托罗拉EX223, MOTOROLA EX223 ,910
京崎X562, TOOKY X562  ,910
京崎L260, TOOKY  L260 ,910
诺基亚Asha 108 双卡版, NOKIA Asha 108  ,920
金立S306, Gionee S306 ,920
金立N36, Gionee N36 ,920
技嘉G-Smart i120, GIGABYTE G-Smart i120 ,920
技嘉G-Smart i+, GIGABYTE G-Smart i+ ,920
金立T9, Gionee T9 ,920
金立L39, Gionee  L39  ,920
诺基亚Asha 108, NOKIA Asha 108 ,920
明泰i520, Minte i520 ,920
金立N99, Gionee N99 ,920
欧新S18, HOSIN S18 ,920
金立E303, Gionee E303 ,920
金立E500, Gionee E500 ,920
金立E600, Gionee E600 ,920
金立T5, Gionee T5 ,920
金立L36, Gionee  L36 ,920
VOTO R1000, VOTO R1000 ,920
华为U7310, HUAWEI U7310 ,930
华为T5900, HUAWEI  T5900 ,930
优摩Q1, UMO Q1 ,930
朵唯魅惑S680, DOOV S680 ,930
朵唯简爱S600, DOOV S600  ,930
摩托罗拉ME511 Flipout, MOTOROLA ME511 Flipout ,940
海尔X76, Haier X76 ,950
琦基V60,  V60 ,950
金立M10, Gionee M10 ,950
邦华F37,  F37 ,950
BFB F2600,  F2600 ,950
欧新H6, HOSIN H6 ,950
诺亚信 W599, NOAIN W599 ,950
西维E508, WISHWAY E508 ,950
奥克斯M906, AUX M906 ,950
西维E505, WISHWAY E505 ,950
欧新A50, HOSIN A50 ,950
优酷UC618, Ucoo UC618 ,950
中兴 U506, ZTE U506 ,950
CECT U600, CECT U600 ,950
金立S608, Gionee S608 ,950
金立CE708, Gionee CE708 ,950
埃立特N3(iPod N3), Elitek N3(iPod N3) ,950
诺基亚X5-01, NOKIA X5-01 ,950
波导F527, BiRD F527 ,950
普莱达D2638, PULID D2638 ,950
LG C360,lge LG C360 ,950
ZORA卓拉S207, ZORA S207 ,950
西铂V520, CCPO V520 ,950
诺基亚X5-00, NOKIA X5-00 ,950
戴尔mini 3i, DELL mini 3i ,950
BFB H766,  H766 ,950
诺基亚6210 Navigator, NOKIA 6210 Navigator ,950
波导V708, BiRD V708 ,950
乐讯A108, LEXUN A108 ,950
现代H908, Hyundai H908 ,950
萨际通F18,  F18 ,950
BFB F5500,  F5500 ,950
创维Q86, SKYWORTH Q86 ,950
普莱达 D216, PULID D216 ,950
优酷U8, Ucoo U8 ,950
三星F339(豆腐人限量版), SAMSUNG F339() ,960
诺基亚6700c黄金版, NOKIA 6700c ,960
三星B5310 Corby PRO, SAMSUNG B5310 Corby PRO ,960
三星S579, SAMSUNG S579 ,960
夏普SH7218T, SHARP SH7218T ,960
新邮通N270,  N270 ,970
锋达通658, Fadar 658 ,970
海尔K76, Haier K76 ,980
朵唯美丽导航S768, DOOV S768 ,980
联想A720, Lenovo A720 ,980
优酷UC668, Ucoo UC668 ,990
港利通KP579, Kong-Profit KP579 ,1000
海信HS-E839, Hisense HS-E839 ,1000
长虹GH3628W, CHANGHONG GH3628W ,1000
金立M503, Gionee M503 ,1000
蓝极星KP488, lanjixing KP488 ,1000
海尔M520, Haier M520 ,1000
金立C100, Gionee C100 ,1000
万利达MT157, Malata MT157 ,1000
BFB F6210,  F6210 ,1000
深爱CL8500, Clove CL8500 ,1000
索尼爱立信Cedar,sonyericsson Sony Ericsson Cedar ,1000
山寨手机国产苹果王6622,6622,1000
长虹GH3618W, CHANGHONG GH3618W ,1000
锋达通608, Fadar 608 ,1000
明泰i66, Minte i66 ,1000
港利通KC899, Kong-Profit KC899 ,1000
优酷X688, Ucoo X688 ,1000
三星S5230c HelloKitty版, SAMSUNG S5230c HelloKitty ,1000
纽曼M5,newsmy  M5 ,1000
华为U1860, HUAWEI U1860 ,1000
高新奇M22, GXQ M22 ,1000
飞利浦K700, PHILIPS K700 ,1000
万利达MT165, Malata MT165 ,1000
康佳K13, KONKA K13 ,1000
优酷UC218, Ucoo UC218 ,1000
至尊宝M8, Bestsonny M8 ,1000
康佳 V66, KONKA V66 ,1000
金立V200, Gionee V200 ,1000
飞利浦X703, PHILIPS X703 ,1000
高新奇M16, GXQ M16 ,1000
海信 EG617, Hisense EG617 ,1000
埃立特FN2469, Elitek FN2469 ,1000
阿尔卡特OT-900, ALCATEL OT-900 ,1000
长虹L168+, CHANGHONG L168+ ,1000
金立A600, Gionee A600 ,1000
桑达A868, SED A868 ,1000
七喜M9, HEDY M9 ,1000
LG Select,lge LG Select ,1000
爱摩登M318, IMDEN M318 ,1000
诺基亚C5-06, NOKIA C5-06 ,1000
欧博信A6, OPSSON A6 ,1000
亿城LS3168, YICHEER LS3168 ,1000
联想MA166T, Lenovo MA166T ,1000
明泰i55, Minte i55 ,1000
七喜D13, HEDY D13 ,1000
宝捷讯C199, Basicom C199 ,1000
BFB F6211,  F6211 ,1000
雅器S728+,  S728+ ,1000
BFB F2031,  F2031 ,1000
邦华N33,  N33 ,1000
诺亚信W680, NOAIN  W680 ,1000
金立E603, Gionee E603 ,1000
诺基亚C5-03, NOKIA C5-03 ,1000
联想A900, Lenovo A900 ,1000
联想i520, Lenovo i520 ,1000
首信 S738, capitel S738 ,1000
长虹F4+, CHANGHONG F4+ ,1000
普莱达 D1888, PULID D1888 ,1000
联想MA309, Lenovo MA309 ,1000
中兴 C310+, ZTE C310+ ,1000
联想TD30t, Lenovo TD30t ,1000
飞利浦K600, PHILIPS K600 ,1000
金立TD218, Gionee TD218 ,1000
中兴N600, ZTE N600 ,1000
欧博信A8, OPSSON A8 ,1000
长虹K208晶彩, CHANGHONG K208 ,1000
华为U7520, HUAWEI U7520 ,1000
华为U3100, HUAWEI U3100 ,1000
